ID	COLNR	DATE	LongD	LongM	LongS	LongH	LatD	LatM	LatS	LatH	SPECIES	SCODE_NEW	SUB_NEW	SP_ID	COUNTRY	ADM1	ADM2	LOCALITY	PLRV1	PLRV2	FROST
37	HAM 40	19800222	65	53	0	W	18	48	0	S	S. acaule Bitter	acl	AEM	1	BOLIVIA	Potosi	Chayanta				
478	VSAH 190	19800327	67	36	0	W	18	20	0	S	S. acaule Bitter	acl	ACL	1	BOLIVIA	Oruro	Carangas				
479	VSLC 144	19800320	67	32	0	W	17	46	0	S	S. acaule Bitter	acl	PNE	1	BOLIVIA	Oruro	Cercado				
480	"From Hawkes and Hjerting, 1969"		67	30	36	W	26	51	41	S	S. acaule Bitter	acl		1	ARGENTINA	Catamarca	Antofagasta de La Sierra				
481	VSOA 16	19800224	67	26	0	W	17	24	0	S	S. acaule Bitter	acl	PNE	1	BOLIVIA	La Paz	Aroma				
483	VSOA 46	19800226	67	24	0	W	17	6	0	S	S. acaule Bitter	acl	AEM	1	BOLIVIA	La Paz	Ioayza				
485	VSOA 17	19800224	67	22	0	W	17	13	0	S	S. acaule Bitter	acl	ACL	1	BOLIVIA	La Paz	Ioayza				
486	VSOA 18	19800224	67	20	0	W	17	5	0	S	S. acaule Bitter	acl	ACL	1	BOLIVIA	La Paz	Inquisivi				
487	VSOA 20	19800224	67	19	0	W	17	3	0	S	S. acaule Bitter	acl	PNE	1	BOLIVIA	La Paz	Inquisivi				
488	OCH 15519	19840224	67	18	0	W	17	4	12	S	S. acaule Bitter	acl	ACL	1	BOLIVIA	La Paz	Inquisivi	Inquisivi.  Huanaccota between Quime and Tres Cruces.			
489	OCHS 15519	19840224	67	18	0	W	17	4	12	S	S. acaule Bitter	acl		1	BOLIVIA	La Paz	Inquisive	Huanaccota between Quime and Tres Cruces.
490	OCHS 15520		67	18	0	W	17	4	12	S	S. acaule Bitter	acl		1	BOLIVIA	La Paz	Inquisive	Huanaccota Between Quime And Tres Cruces Near Huaniacta
491	"From Hawkes and Hjerting, 1969"		67	17	13	W	27	18	26	S	S. acaule Bitter	acl		1	ARGENTINA	Catamarca	Tinogasta	
492	SGVU 6770	19930000	67	14	0	W	17	39	0	S	S. acaule Bitter	acl	ACL	1	BOLIVIA	Oruro	Cercado	"Caracollo, at junction of main La Paz-Cochabamba road and road to Oruro, 1:250,000-scale map SE 19-8"
493	VSA 171	19800325	67	14	0	W	17	4	0	S	S. acaule Bitter	acl	AEM	1	BOLIVIA	La Paz	Inquisivi	
495	OCH 12033	19780300	67	10	12	W	18	20	24	S	S. acaule Bitter	acl		1	BOLIVIA	Oruro	Cercado	Machacamarca between Oruro and Patacamaya
497	VSAH 201	19800328	67	9	0	W	17	34	0	S	S. acaule Bitter	acl	ACL	1	BOLIVIA	Oruro	Cercado	
498	VSAH 203	19800328	67	8	0	W	17	29	0	S	S. acaule Bitter	acl	AEM	1	BOLIVIA	Oruro	Cercado	
499	VSH 253	19800404	67	5	0	W	18	0	0	S	S. acaule Bitter	acl	ACL	1	BOLIVIA	Oruro	Cercado	
500	VSH 255	19800404	67	5	0	W	18	0	0	S	S. acaule Bitter	acl	ACL	1	BOLIVIA	Oruro	Cercado	
503	VSLC 141	19800319	67	2	0	W	17	49	0	S	S. acaule Bitter	acl	PNE	1	BOLIVIA	Oruro	Cercado	
505	VSH 209	19800330	66	57	0	W	18	37	0	S	S. acaule Bitter	acl	ACL	1	BOLIVIA	Oruro	Poopo	
506	VSH 244D	19800404	66	57	0	W	18	38	0	S	S. acaule Bitter	acl	PNE	1	BOLIVIA	Oruro	Poopo	
507	VSH 246	19800404	66	57	0	W	18	38	0	S	S. acaule Bitter	acl	AEM	1	BOLIVIA	Oruro	Poopo	
511	VSH 210	19800330	66	53	0	W	18	42	0	S	S. acaule Bitter	acl	AEM	1	BOLIVIA	Oruro	Avaroa	
512	VSH 252	19800404	66	53	0	W	18	35	0	S	S. acaule Bitter	acl	ACL	1	BOLIVIA	Oruro	Poopo	
514	HAO 13	19860103	66	50	0	W	17	25	0	S	S. acaule Bitter	acl	ACL	1	BOLIVIA	Cochabamba	Ayopaya	Prov. Ayopaya. 9 km from Kami on the road to Challa.
516	HAM 1	19800218	66	49	0	W	18	17	0	S	S. acaule Bitter	acl	ACL	1	BOLIVIA	Oruro	Dalence	
519	OCHS 15570		66	45	0	W	17	37	48	S	S. acaule Bitter	acl		1	BOLIVIA	Cochabamba	Tapacari	Confital - Caracoill
520	SGVU 6510	19930000	66	44	24	W	18	20	24	S	S. acaule Bitter	acl	PNE	1	BOLIVIA	Oruro	Dalence	"ca 25 km E of Huanuni, on Oruro-Sucre road, 1:250,000-scale map SE 19-12"
521	SGVU 6512	19930000	66	42	57	W	18	16	55	S	S. acaule Bitter	acl	ACL	1	BOLIVIA	Oruro	Dalence	"32 km E of Huanuni, on Oruro-Sucre road, 1:250,000-scale map SE 19-12"
522	OCHS 15569		66	40	12	W	17	37	12	S	S. acaule Bitter	acl		1	BOLIVIA	Cochabamba	Tapacari	Challa
525	VSLC 139	19800319	66	32	0	W	17	40	0	S	S. acaule Bitter	acl	PNE	1	BOLIVIA	Cochabamba	Arque	
526	VSLC 140	19800319	66	32	0	W	17	40	0	S	S. acaule Bitter	acl	AEM	1	BOLIVIA	Cochabamba	Arque	
527	HAM 21	19800221	66	31	0	W	18	29	0	S	S. acaule Bitter	acl	PNE	1	BOLIVIA	Potosi	Bustillos	
528	HAM 22	19800221	66	31	0	W	18	29	0	S	S. acaule Bitter	acl	ACL	1	BOLIVIA	Potosi	Bustillos	
530	HAM 24	19800221	66	30	0	W	18	31	0	S	S. acaule Bitter	acl	AEM	1	BOLIVIA	Potosi	Bustillos	
531	HHA 6699	19800304	66	30	0	W	17	10	0	S	S. acaule Bitter	acl	AEM	1	BOLIVIA	Cochabamba	Ayopaya	
532	VSOA 3	19800218	66	28	0	W	17	40	0	S	S. acaule Bitter	acl	AEM	1	BOLIVIA	Cochabamba	Arque	
535	HAM 20	19800220	66	23	0	W	18	27	0	S	S. acaule Bitter	acl	PNE	1	BOLIVIA	Potosi	Bustillos	
536	"From Hawkes and Hjerting, 1969"		66	22	41	W	27	19	28	S	S. acaule Bitter	acl		1	ARGENTINA	Catamarca	Andalgala	
541	HAM 2	19800219	66	20	0	W	18	17	0	S	S. acaule Bitter	acl	ACL	1	BOLIVIA	Potosi	Ibanez	
542	HAM 4	19800219	66	20	0	W	18	17	0	S	S. acaule Bitter	acl	ACL	1	BOLIVIA	Potosi	Ibanez	
567	HHRO 3407b	19660205	67	42	0	W	28	58	0	S	S. acaule Bitter	acl	AEM	1	ARGENTINA	Tacna	Tacna	"Sierra Famatina, valley of Rio Amarillo above La Encrucijada"
568	OKA 7618a	19840401	65	11	0	W	23	36	0	S	S. acaule Bitter	acl	AEM	1	ARGENTINA	Huehuetenango		"Piscuno, about three hours above El Durazno by mule."
569	CAR 142		68	43	0	W	15	35	0	S	S. acaule Bitter	acl		1	BOLIVIA			
5168	SS 7253	19980410	71	25	20	W	15	39	7	S	S. acaule Bitter	acl		1	PERU	Arequipa	Caylloma	Caylloma: 5.0 km S of Pulpera on road to Arequipa.
5169	SS 7245	19980406	70	40	14	W	16	51	55	S	S. acaule Bitter	acl		1	PERU	Moquegua		Mariscal Nieto: 15 km NW of El Cruce on road to Carumas (33 km between these places).
5170	SS 7202	19980223	69	0	37	W	16	15	39	S	S. acaule Bitter	acl		1	PERU	Puno		"Yunguyo: in town of Muchace, ca. 10 km ENE of Yunguyo, 100 m N of road."
5171	SCl 4596	19891130	67	35	0	W	29	3	0	S	S. acaule Bitter	acl		1	ARGENTINA		Chilecito	"La Rioja.  ca. 1.5 km downhill of km 25, below La Cuesta Amarillo E side of Rio Amarillo."
5172	SCl 4586	19900406	67	35	0	W	28	57	0	S	S. acaule Bitter	acl	AEM	1	ARGENTINA	La Rioja	Famatina	"Famatina.  On road from Corrales to Mina la Mejicana, 2 km S of Cuevas de Norona, just above Rio Amarillo, in valley 500 m upstream from road."
5173	SCl 4592	19900406	67	35	0	W	28	59	0	S	S. acaule Bitter	acl	AEM	1	ARGENTINA	La Rioja	Famatina	"Famatina.  4.5 km S of Cuevas de Norono, on road from Corrales to Mina La Mejicana, on SE side of Rio Amarillo."
5174	SCl 4595	19900407	67	35	0	W	29	2	0	S	S. acaule Bitter	acl	AEM	1	ARGENTINA	La Rioja	Famatina	"Famatina.  2 km S of La Encricijada, 8.6 km S of Mina La Mejicana."
5175	SCl 4598	19900408	67	35	0	W	28	55	0	S	S. acaule Bitter	acl	AEM	1	ARGENTINA	La Rioja	Famatina	"Famatina.  At Cuevas de Norono, along Corvales-Mina La Mejicana road."
5176	SCl 4591	19900406	67	34	0	W	28	57	0	S	S. acaule Bitter	acl	AEM	1	ARGENTINA	La Rioja	Famatina	"Famatina.  On road from Corrales to Mina La Majicana, 2.5 km S of Cuevas de Norono, on SE side of Rio Amarillo."
5177	SCl 4597	19900407	65	35	0	W	29	4	0	S	S. acaule Bitter	acl	AEM	1	ARGENTINA	La Rioja	Chilecito	"Chilecito.  0.3 km downhill of km 25, at La Cuesta Amarilla, on E side of Rio Amarillo."
5694	PEH 1897	19560308	67	42	0	W	28	57	0	S	S. acaule Bitter	acl		1	ARGENTINA	La Rioja	Famatina	Between Cuevas de Morono and Encrucijada.
5717	ROR 51b	19590213	65	48	0	W	26	32	24	S	S. acaule Bitter	acl		1	ARGENTINA	Tucuman	Tafi (?)	Quebrada Honda km 84
5746	VIR 12296		66	7	48	W	24	18	0	S	S. acaule Bitter	acl		1	ARGENTINA	Salta	Rosario de Lerma	Rosario de Lerma			
5752	PEH 353	19520324	65	16	48	W	23	42	36	S	S. acaule Bitter	acl		1	ARGENTINA	Jujuy	Tilcara	Between Quebrada del Chorro and Laguna Colorada			
5765	GLK 12.4		65	13	12	W	23	34	48	S	S. acaule Bitter	acl		1	ARGENTINA	Jujuy	Tilcara	Da Pena			
5813	PEH 369	19520409	65	18	36	W	22	55	48	S	S. acaule Bitter	acl		1	ARGENTINA	Jujuy	Humahuaca	"Chaupi Rodero, entre Iturbe y Condor."			
5816	OKA 4486 x 4487		65	34	48	W	22	54	36	S	S. acaule Bitter	acl		1	ARGENTINA	Jujuy	Humahuaca	Humahuaca			
570	M. CARDENAS 3688	19460102	68	42	4	W	15	50	24	S	S. achacachense Cﬂrdenas	ach		2	BOLIVIA	La Paz	Omasuyos	"PROV. OMASUYOS, NEAR ILABAYA, BEFORE DESCENDING TO SORATA."			
571	"J.G. HAWKES, I. AVILES & R. HOOPES 6719"	19810310	68	40	20	W	15	47	46	S	S. achacachense Cﬂrdenas	ach		2	BOLIVIA	La Paz	Larecaja	"PROV. LARECAJA, 30.6KM FROM SORATA ON ROAD TO ACHACACHI."			
572	"H. GANDARILLAS, R. RIMPAU & H. ROSS 610"	19590326	68	37	0	W	15	53	0	S	S. achacachense Cﬂrdenas	ach		2	BOLIVIA	La Paz	Omasuyos	"PROV. OMASUYOS, PASS ZWISCHEN ACHACACHI UND SORATA."			
573	R. HOOPES 2 & 3		68	43	0	W	15	58	0	S	S. achacachense Cﬂrdenas	ach		2	BOLIVIA	La Paz	Omasuyos	"PROV. OMASUYOS OR LARECAJA, ROAD FROM ACHACACHI TO SORATA ON THE HIGHEST PART."			
574	"L. VAN SOEST, K.A. OKADA & C. ALARCON 60"	19800303	68	43	0	W	16	0	0	S	S. achacachense Cﬂrdenas	ach		2	BOLIVIA	La Paz	Omasuyos	"PROV. OMASUYOS, 21KM FROM ACHACACHI ON ROAD TO SORATA."			
575	"L. VAN SOEST, K.A. OKADA & C. ALARCON 85"	19800307	68	44	36	W	15	55	10	S	S. achacachense Cﬂrdenas	ach		2	BOLIVIA	La Paz	Omasuyos	"PROV. OMASUYOS, 30KM FROM HUMACHA ON ROAD TO AMBANA."			
576	VSUG 649	19940000	68	38	35	W	15	52	41	S	S. achacachense Cﬂrdenas	ach		2	BOLIVIA	La Paz	Omasuyos	"13.7 km northeast of Hualata, 1:250,000-scale map SD 19-15"			
577	BESP 649	19940000	68	38	0	W	15	52	0	S	S. achacachense Cﬂrdenas	ach		2	BOLIVIA	La Paz	Omasuyos				
579	OCH S-66	19670430	76	22	52	W	9	56	21	S	S. acroglossum Juz.	acg		3	PERU	Huanuco	Huanuco	Between Huanuco and Banos.		S	0
581	OCH 11297		76	5	0	W	10	40	0	S	S. acroglossum Juz.	acg		3	PERU	Pasco	Pasco				0
582	OCHS 11297		76	4	48	W	10	40	12	S	S. acroglossum Juz.	acg		3	PERU	Pasco	Pasco	Pampania			0
578	From Ochoa (1999)		76	47	52	W	9	28	39	S	S. acroglossum Juz.	acg		3	PERU	Huanuco	Huamalies				
580	Juzepczuk 10672	19270308	76	11	0	W	10	26	0	S	S. acroglossum Juz.	acg		3	PERU	Huanuco	Ambo	"near, Cerro de Pasco, between cajamarca and Huaria"			
583	From Ochoa (1999)		75	55	8	W	9	47	24	S	S. acroglossum Juz.	acg		3	PERU	Huanuco	Huanuco				
587	OCH S-86	19620331	72	56	0	W	15	12	0	S	S. acroscopicum Ochoa	acs		4	PERU	Arequipa	La Union	"Cotahuasi.  Ayachani, above Cotahuasi."	S	S	50
586	OCH S-81	19620531	72	56	0	W	15	12	0	S	S. acroscopicum Ochoa	acs		4	PERU	Arequipa	La Union	"Cotahuasi.  Huambo, near Cotahuasi."		S	
584	From Ochoa (1999)		73	49	3	W	14	51	38	S	S. acroscopicum Ochoa	acs		4	PERU	Ayacucho	Paranicochas				
585	From Ochoa (1999)		73	46	0	W	15	9	2	S	S. acroscopicum Ochoa	acs		4	PERU	Ayacucho	Paranicochas				
588	OCH 2043	19530321	70	2	0	W	17	28	0	S	S. acroscopicum Ochoa	acs		4	PERU	Tacna	Tarata	Tarata.  Chivateria.			
589	Ochoa 2043	19530322	70	2	0	W	17	28	0	S	S. acroscopicum Ochoa	acs		4	PERU	Tacna	Tarata	"Chivateria, above Tacna"			
5179	SS 7243	19980405	70	0	47	W	17	27	4	S	S. acroscopicum Ochoa	acs		4	Peru	tacna		"Tarata: 11.5 km NE of town square of Tarata on road to A±aque Putinaa, among bushes on sides of irrigation canal, just above water holding tank."			
597	GRA 136	19561018	91	41	0	W	14	45	0	N	S. agrimonifolium Rydb.	agf		5	GUATEMALA	Quezaltenango		Mujulia		S	17
596	HAW 1851	19580311	91	47	0	W	15	0	0	N	S. agrimonifolium Rydb.	agf		5	GUATEMALA	San Marcos		"Village of San Andres Chapil, 8 km on route 12 from San Marcos to Tejutla at km 255 from Guatemala."		S	
598	GRA 145	19561023	91	24	36	W	15	33	0	N	S. agrimonifolium Rydb.	agf		5	GUATEMALA	Huehuetenango		Hue Hue		S	
599	GRA 145A	19561023	91	22	48	W	15	27	0	N	S. agrimonifolium Rydb.	agf		5	GUATEMALA	Huehuetenango		Hue Hue		S	
600	GRA 145B	19561023	91	20	24	W	15	25	12	N	S. agrimonifolium Rydb.	agf		5	GUATEMALA	Huehuetenango		Hue Hue		S	
601	HAW 1891	19580511	91	18	26	W	14	53	50	N	S. agrimonifolium Rydb.	agf		5	GUATEMALA	Totonicapan		"Cerro El Quiche, 1 mile E of Totonicapan on the road to Los Encuantros, km 163.5 from Guatemala City."		S	
590	TRHRG 277	19841020	92	35	0	W	16	49	0	N	S. agrimonifolium Rydb.	agf		5	MEXICO	Chiapas		"Road from San Cristobal de las Casas to Cerro Zontehuitz.  9.7 km along road to microonda tower, turning off the road to Tenejapa."			17
591	TRHRG 278	19841020	92	35	0	W	16	49	0	N	S. agrimonifolium Rydb.	agf		5	MEXICO	Chiapas		"Road from San Cristobal de las Casas to Cerro Zontehuitz.  9.8 km along road to microonda tower, turning off road to Tenejapa."			
592	TRHRG 280	19841022	92	35	0	W	16	48	0	N	S. agrimonifolium Rydb.	agf		5	MEXICO	Chiapas		"Road from San Cristobal de las Casas to Cerro Zontehuitz.  About 10 km along road to microonda tower, turning off the road to Tenejapa."			
593	SHGRF 4211	19880924	92	18	0	W	15	25	0	N	S. agrimonifolium Rydb.	agf		5	MEXICO	Chiapas		"Cerro del Boqueron at Barrio Pizarrin, in woods, on W side of road, 17.4 km N of Route 190 of Motozintla de Mendoza on road to Siltepec."			
594	SHGRF 4208	19880924	92	17	0	W	15	22	0	N	S. agrimonifolium Rydb.	agf		5	MEXICO	Chiapas		"6.9 km N of Route 190 beginning S of Motozintla de Mendoza on road to Siltepec, in woods on W side of road, in Ejido Benito Juarez."			
595	SHGRF 4227	19880929	92	14	58	W	16	30	50	N	S. agrimonifolium Rydb.	agf		5	MEXICO	Chiapas		"12.1 km along road to microwave tower of Tzontehuitz, from San Cristobal de las Casas-Tenejapa road, 0.1 km downhill from microwave tower, along roadside."			
602	"From Spooner, 2000"		89	9	24	W	15	17	16	N	S. agrimonifolium Rydb.	agf		5	GUATEMALA	Izabal					
603	"From Spooner, 2000"		87	5	38	W	14	25	58	N	S. agrimonifolium Rydb.	agf		5	HONDURAS	Francisco Morazan					
604	SMHV 7006	19950915	91	19	0	W	14	55	0	N	S. agrimonifolium Rydb.	agf		5	GUATEMALA	M?rida		10.2 km E of town square of Totonicapan.			
605	SMHV 7019	19950922	91	25	0	W	14	45	0	N	S. agrimonifolium Rydb.	agf		5	GUATEMALA	Oruro	Cercado	"Mpio. Zunil, 2 hour walk E of Fuente de Aguas Termales Georgianas."			
606	SMHV 7021	19950923	91	51	0	W	14	57	0	N	S. agrimonifolium Rydb.	agf		5	GUATEMALA	Potosi	Frias	12.4 km W of town square of San Marcos on rd to San Rafael Pie de la Cuesta			
607	SMHV 7026	19950924	91	57	0	W	15	10	0	N	S. agrimonifolium Rydb.	agf		5	GUATEMALA	Potosi	Frias	"1.0 km NW of town square of Ixchiguan, on road to Tacana, ca 50 m N of road"			
608	SMHV 7034	19950926	91	53	0	W	15	5	0	N	S. agrimonifolium Rydb.	agf		5	GUATEMALA	La Paz	Loayza	"on N slope of Volcan Tajumulco, on W-facing valley, a 10 minute hike South."			
609	SMHV 7036	19950928	91	12	0	W	14	52	0	N	S. agrimonifolium Rydb.	agf		5	GUATEMALA	New Mexico	San Juan	7.0 km west of the intersection of the road from Nahuala to Guatemala City.			
610	SMHV 7050	19951013	90	53	0	W	14	31	0	N	S. agrimonifolium Rydb.	agf		5	GUATEMALA	Chimaltenango		"on N facing slope of Volcan Acatenango, ca. a one-hour walk above Soledad."			
611	SMHV 7051	19951013	90	53	0	W	14	32	0	N	S. agrimonifolium Rydb.	agf		5	GUATEMALA	Chimaltenango		"on N facing slope of Vulcan Acatenango, a one-hour walk above Soledad."			
5180	SMHV 7063	19951023	91	37	18	W	15	28	54	N	S. agrimonifolium Rydb.	agf		5	GUATEMALA	Huehuetenango		"about 3.5 km walk N of San Juan Atitﬂn, on logging path diverting from main path from Todos Santos at a point about 2 km N of San Juan Atitﬂn, about 500 m S of collection 7062, 1:250,000-scale map ND 15-3"			
5537	RSSV 959	19971010	92	34	58	W	16	48	52	N	S. agrimonifolium Rydb.	agf		5	MEXICO	Chiapas		"Cerro Zontehuitz, 9.7 km up microwave tower road, turning off the San Cristobal de las Casas to Tenejapa Road, same location as Tarn et al. 277, SSP 1:250,000-scale map E15-11"			
5538	RSSV 960	19971010	92	34	49	W	16	49	6	N	S. agrimonifolium Rydb.	agf		5	MEXICO	Chiapas		"50 m walk down hill from uppermost of antenna cluster on Cerro Zontehuitz, by lower of two shrines, SSP 1:250,000-scale map E15-11"			
5539	RSSV 963	19971011	92	16	50	W	15	27	58	N	S. agrimonifolium Rydb.	agf		5	MEXICO	Chiapas		"1.2 km N of town square of El Porvenir, on road to Siltepec, ca. 100 m W of road, SSP 1:250,000-scale map D15-2"			
5540	RSSV 961	19971011	92	10	43	W	15	24	13	N	S. agrimonifolium Rydb.	agf		5	MEXICO	Chiapas		"17.4 km N of Rt. 190 just S of Motozintla, on road to El Porvenir, ca 50 m W of road, SSP 1:250,000-scale map D15-2 (very close to Spooner et al. 4211 collected in 1988)"			
623	OCH 12014	19780325	65	17	24	W	18	1	12	S	S. alandiae Cﬂrdenas	aln		6	BOLIVIA	Cochabamba	Mizque	Vecinity  of La Hoyada on road Aiquile to Totora	S	S	17
630	HHA 6450	19800223	65	7	0	W	18	6	0	S	S. alandiae Cﬂrdenas	aln		6	BOLIVIA	Cochabamba	Campero	Campero.  13 km from Aiquile on the road to Misque.	SLR	S	17
633	HHA 6664	19800327	65	6	0	W	17	43	0	S	S. alandiae Cﬂrdenas	aln		6	BOLIVIA	Cochabamba	Carrasco	Carrasco.  1 km above Totora on the road to Epizana.	SLR	S	17
634	HHA 6665	19800327	65	6	0	W	17	43	0	S	S. alandiae Cﬂrdenas	aln		6	BOLIVIA	Cochabamba	Carrasco	Carrasco.  1.5 km above Totora on the road to Epizana.	SLR	S	17
631	HHA 6657	19800326	65	6	0	W	18	7	0	S	S. alandiae Cﬂrdenas	aln		6	BOLIVIA	Cochabamba	Campero	"Campero.  10 km from Aiquile on the road to Misque, by the railway crossing."	SLR	S	
632	HHA 6662	19800327	65	6	0	W	17	44	0	S	S. alandiae Cﬂrdenas	aln		6	BOLIVIA	Cochabamba	Carrasco	Carrasco.  0.75 km S of Totora on the road to Aiquile.		S	17
643	HHA 6526A	19800103	64	11	0	W	18	41	0	S	S. alandiae Cﬂrdenas	aln		6	BOLIVIA	Santa Cruz	Valle Grande	"Valle Grande.  42 km from Valle Grande on the road to Pucara, 5 km before Pucara."			17
626	SGVU 6645	19930000	65	11	31	W	17	42	29	S	S. alandiae Cﬂrdenas	aln		6	BOLIVIA	Cochabamba	Carrasco	"1 km N of center of Totora, on rd to Epizana, 1:250,000-scale map SE 20-5"			
627	OCHS 15526	19840226	65	10	12	W	17	40	12	S	S. alandiae Cﬂrdenas	aln		6	BOLIVIA	Cochabamba	Carrasco	"Ichupampa, between lluttupampa and La Habana on road Cochabamba to Santa Cruz"			
628	SGVU 6650	19930000	65	9	43	W	17	55	5	S	S. alandiae Cﬂrdenas	aln		6	BOLIVIA	Cochabamba	Mizque	"10 km N of Chuquillas, 42 km N of Aiquile, 1:250,000-scale map SE 20-5"			
629	HAO 28	19860306	65	9	0	W	18	9	0	S	S. alandiae Cﬂrdenas	aln		6	BOLIVIA	Cochabamba	Campero	"Prov. Campero. From Aiquile, start towards Epizana, turn right just outside of town towards Omereque. 2 km beyond this junction. On lower side of the road."			
635	HAO 25	19860306	65	6	0	W	17	54	0	S	S. alandiae Cﬂrdenas	aln		6	BOLIVIA	Cochabamba		"Prov. Mizque. 44 km from Epizana on road to Sucre. Three km before village of Oyadas, 13 km before the crossing of the Rio Mizque, on the lower side of road."			
636	HAM 148	19800319	65	6	0	W	17	53	0	S	S. alandiae Cﬂrdenas	aln		6	BOLIVIA	Cochabamba	P. Mizque				
637	HAM 147	19800319	65	5	0	W	17	54	0	S	S. alandiae Cﬂrdenas	aln		6	BOLIVIA	Cochabamba	P. Mizque				
638	CAR s.n.	19570331	65	3	0	W	17	43	12	S	S. alandiae Cﬂrdenas	aln		6	BOLIVIA	Cochabamba	Carrasco	"Carrasco.  Cochabamba to Santa Cruz, km 144."			
639	HAO 140	19860324	65	1	0	W	17	48	0	S	S. alandiae Cﬂrdenas	aln		6	BOLIVIA	Cochabamba	Carrasco	"Carrasco.  Roadside, 9 km from Totora on the road to Omereque."			
640	HHA 6530	19800203	64	39	0	W	17	54	0	S	S. alandiae Cﬂrdenas	aln		6	BOLIVIA	Santa Cruz	Caballero				
641	HAO 153	19860331	64	33	0	W	19	45	0	S	S. alandiae Cﬂrdenas	aln		6	BOLIVIA	Chuquisaca	Azurduy	"Azurduy.  9 km beyond Tarvita, 46 km from Azurduy, returning towards Tarabuco."			
642	HHA 6523	19800103	64	12	0	W	18	42	0	S	S. alandiae Cﬂrdenas	aln		6	BOLIVIA	Santa Cruz	Valle Grande				
644	From Ochoa (1999)		64	9	51	W	17	53	48	S	S. alandiae Cﬂrdenas	aln		6	BOLIVIA	Santa Cruz	Florida				
5181	SFVU 6645	19930303	65	11	32	W	17	42	30	S	S. alandiae Cﬂrdenas	aln		6	BOLIVIA	Cochabamba		"Carrasco: 1 km N of center of Tortora, on rd to Epizana, 1:250,000-scale map SE 20-5"			
687	OCH 12094	19780131	77	32	0	W	9	32	0	S	S. albicans (Ochoa) Ochoa	alb		7	PERU	Ancash	Huaraz	"Huaras.  Puruspunta, route Huaras Wilca-huain."	S	S	100
689	OCH 13014	19780131	77	25	0	W	9	50	0	S	S. albicans (Ochoa) Ochoa	alb		7	PERU	Ancash	Recuay	Recuay.  Between Ticapampa and Conococha.	S	S	100
690	OCH 12088		77	24	0	W	9	51	0	S	S. albicans (Ochoa) Ochoa	alb		7	PERU	Ancash	Recuay	"Quebrada de Pahacoto, in route from Catac to Carpa."	S	S	100
692	OCH 12090		77	24	0	W	9	51	0	S	S. albicans (Ochoa) Ochoa	alb		7	PERU	Ancash	Recuay	"Quebrada de Pahacoto, in route from Catac to Carpa."	S	S	100
694	OCH 2713		77	18	0	W	8	17	0	S	S. albicans (Ochoa) Ochoa	alb		7	PERU	La Libertad	Pataz	Santiago de Chuco.  San Jose farm.	S	S	100
696	OCH 12067	19780131	77	17	0	W	10	8	0	S	S. albicans (Ochoa) Ochoa	alb		7	PERU	Ancash	Recuay	"Recuay.  Vicinity of Conococha, near Lake of Conococha."	S	S	100
702	OCH 12068	19780131	77	12	0	W	9	52	0	S	S. albicans (Ochoa) Ochoa	alb		7	PERU	Ancash	Recuay	Recuay.  Near mines of Tuco.	S	S	100
704	OCH S-41	19670331	76	41	0	W	9	32	0	S	S. albicans (Ochoa) Ochoa	alb		7	PERU	Huanuco	Huamalies	"Cerro Ullucumachay, 5 km from Huambalia, above Quivilla."	S	S	
667	OCH 2065	19520523	78	34	48	W	7	4	48	S	S. albicans (Ochoa) Ochoa	alb		7	PERU	Cajamarca	Cajamarca	"Jalcas de Atocsaicu, Hacienda Porcon."		S	
703	OCH S-21		76	50	14	W	10	41	39	S	S. albicans (Ochoa) Ochoa	alb		7	PERU	Lima	Cajatambo	Cajatambo.  Pomaca between Oyon and Cajatambo.		S	
705	OCH S-79		76	29	0	W	9	13	0	S	S. albicans (Ochoa) Ochoa	alb		7	PERU	Huanuco	Huamalies	Cachu-Cruz on road from Tantamayo to Monzon.		S	
645	OCHS 16037		78	34	48	W	6	54	0	S	S. albicans (Ochoa) Ochoa	alb		7	PERU	Cajamarca	Cajamarca	Perlamayo			
646	OCHS 16038		78	34	48	W	6	54	0	S	S. albicans (Ochoa) Ochoa	alb		7	PERU	Cajamarca	Cajamarca	Perlamayo			
647	OCHS 16039		78	34	48	W	6	54	0	S	S. albicans (Ochoa) Ochoa	alb		7	PERU	Cajamarca	Cajamarca	Perlamayo			
648	OCHS 16022		78	34	48	W	6	55	48	S	S. albicans (Ochoa) Ochoa	alb		7	PERU	Cajamarca	Cajamarca	Shocclla			
649	OCHS 16023		78	34	48	W	6	55	48	S	S. albicans (Ochoa) Ochoa	alb		7	PERU	Cajamarca	Cajamarca	Shocclla			
650	OCHS 16024		78	34	48	W	6	55	48	S	S. albicans (Ochoa) Ochoa	alb		7	PERU	Cajamarca	Cajamarca	Shocclla			
651	OCHS 16025		78	34	48	W	6	55	48	S	S. albicans (Ochoa) Ochoa	alb		7	PERU	Cajamarca	Cajamarca	Shocclla			
652	OCHS 16026		78	34	48	W	6	55	48	S	S. albicans (Ochoa) Ochoa	alb		7	PERU	Cajamarca	Cajamarca	Shocclla			
685	OCHS 15158		77	37	48	W	9	52	12	S	S. albicans (Ochoa) Ochoa	alb		7	PERU	Ancash	Aija	Toma de Huarman			
686	OCH 13019		77	37	12	W	8	44	24	S	S. albicans (Ochoa) Ochoa	alb		7	PERU	Ancash	Sihuas	Laguna Santa Cruz			
